0,0,0.850490196
0.108910891,0,0.823529412
0.180693069,0,0.774509804
0.237623762,0,0.735294118
0.292079208,0,0.732843137
0.311881188,0,0.789215686
0.297029703,0,0.867647059
0.264851485,0,0.933823529
0.20049505,0,1.004901961
0.126237624,0,1.051470588
0,0,1.080882353
-0.126237624,0,1.056372549
-0.22029703,0,1
-0.284653465,0,0.916666667
-0.316831683,0,0.825980392
-0.314356436,0,0.75245098
-0.274752475,0,0.725490196
-0.21039604,0,0.757352941
-0.155940594,0,0.799019608
-0.089108911,0,0.835784314
